Country_Name,Country_Code,Series_Name,Series_Code,Year,Value
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2003,22645130.0
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2003,7.54101896480183
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,21.9782570845961
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,0.48400261181847
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,46.1731745895907
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,20.8473864531722
Albania,ALB,"Population, total",SP.POP.TOTL,2003,3039616.0
Albania,ALB,Population growth (annual %),SP.POP.GROW,2003,-0.374149169291299
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,1.33684292419802
Albania,ALB,Military expenditure (current USD),MS.MIL.XPND.CD,2003,76142881.7606657
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2003,5611496257.14231
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.52863746491788
Algeria,DZA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,9.81055803710398
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,4.268953958395
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,23.8759436066455
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,38.2488294222687
Algeria,DZA,"Population, total",SP.POP.TOTL,2003,32055883.0
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2003,1.35423891111813
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,3.25121089347184
Algeria,DZA,Military expenditure (current USD),MS.MIL.XPND.CD,2003,2206395762.00013
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2003,67863850333.9526
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.20000000140945
American Samoa,ASM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,109.541984732824
American Samoa,ASM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,97.9007633587786
American Samoa,ASM,"Population, total",SP.POP.TOTL,2003,57941.0
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,2003,-0.406483620024703
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2003,524000000.0
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.965517241379317
Andorra,AND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,0.419117893036526
Andorra,AND,"Population, total",SP.POP.TOTL,2003,73907.0
Andorra,AND,Population growth (annual %),SP.POP.GROW,2003,4.2256694355319
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2003,2361636235.17833
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.69420371612468
Angola,AGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,6.19838450193387
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,49.5798907399883
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,54.3213388113835
Angola,AGO,"Population, total",SP.POP.TOTL,2003,18124342.0
Angola,AGO,Population growth (annual %),SP.POP.GROW,2003,3.41332121240757
Angola,AGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,3.76147907354734
Angola,AGO,Military expenditure (current USD),MS.MIL.XPND.CD,2003,670021164.432494
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2003,17812704627.0282
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.99000000000001
Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,1.74806575356684
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,1.99353055152454
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2003,78075.0
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,2003,1.13352150752522
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2003,856396296.296296
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.07654368848381
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,10.328166939117
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,14.7138051046861
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,25.9309429264224
Argentina,ARG,"Population, total",SP.POP.TOTL,2003,38278164.0
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2003,1.03236085902218
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,1.06089505704838
Argentina,ARG,Military expenditure (current USD),MS.MIL.XPND.CD,2003,1374873734.32668
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2003,127586973492.177
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.83704079576924
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,4.7215533660534
Armenia,ARM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,49.5683697098445
Armenia,ARM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,30.4829978923981
Armenia,ARM,"Population, total",SP.POP.TOTL,2003,3084102.0
Armenia,ARM,Population growth (annual %),SP.POP.GROW,2003,-0.676510249442033
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,2.72837221377968
Armenia,ARM,Military expenditure (current USD),MS.MIL.XPND.CD,2003,76587998.887282
Armenia,ARM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2003,2.1450400352478
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2003,2807061008.69084
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,14.0000000015501
Aruba,ABW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,70.0630780331023
Aruba,ABW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,62.7312132409209
Aruba,ABW,"Population, total",SP.POP.TOTL,2003,92701.0
Aruba,ABW,Population growth (annual %),SP.POP.GROW,2003,0.997395547284924
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2003,2044111731.84358
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.11050500975789
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,2.88740742216489
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,2.73259596616786
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,21.1443541839952
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,19.0572127285496
Australia,AUS,"Population, total",SP.POP.TOTL,2003,19720737.0
Australia,AUS,Population growth (annual %),SP.POP.GROW,2003,1.15019273319182
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,1.84628968871455
Australia,AUS,Military expenditure (current USD),MS.MIL.XPND.CD,2003,9926649415.33553
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2003,467739079790.332
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.09068718165635
Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,1.49193189790189
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,1.35555370896452
Austria,AUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,41.8169676971425
Austria,AUT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,44.57041471914
Austria,AUT,"Population, total",SP.POP.TOTL,2003,8121423.0
Austria,AUT,Population growth (annual %),SP.POP.GROW,2003,0.487133894826838
Austria,AUT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,0.913640318789259
Austria,AUT,Military expenditure (current USD),MS.MIL.XPND.CD,2003,2381962768.92309
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2003,262273631180.054
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.941470920725337
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2003,12.4256629119149
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,2.2338649296705
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,65.5453718603512
Azerbaijan,AZE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2003,42.0065766459106
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2003,8234100.0
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,2003,0.757650955616913
Azerbaijan,AZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2003,2.4263625550969
Azerbaijan,AZE,Military expenditure (current USD),MS.MIL.XPND.CD,2003,176552162.305808
Azerbaijan,AZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2003,3.2861499786377
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2003,7276413079.11451
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,10.2082994004776
